derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_age
Not Hispanic or Latino,White,Female,1,955000,5.125,1025000,172,35-44
Hispanic or Latino,White,Male,1,255000,4.375,825000,194,45-54
Not Hispanic or Latino,White,Male,1,285000,4.125,295000,77,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,215000,4.375,355000,53,<25
Not Hispanic or Latino,White,Male,1,255000,4.625,415000,52,35-44
Not Hispanic or Latino,White,Joint,3,295000,4.458762699,375000,143,55-64
Not Hispanic or Latino,Asian,Male,1,595000,5,795000,59,65-74
Not Hispanic or Latino,White,Male,3,355000,4.458762699,355000,70,25-34
Not Hispanic or Latino,White,Joint,1,405000,4.875,455000,256,45-54
Not Hispanic or Latino,White,Joint,1,635000,4.375,795000,260,35-44
Not Hispanic or Latino,White,Male,1,255000,4.125,265000,73,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,755000,4,965000,179,25-34
Hispanic or Latino,American Indian or Alaska Native,Female,1,125000,4.375,235000,45,>74
Not Hispanic or Latino,Black or African American,Male,1,375000,3.75,385000,78,25-34
Hispanic or Latino,White,Joint,1,355000,4,435000,128,25-34
Hispanic or Latino,White,Male,1,295000,4.125,295000,60,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,495000,4.458762699,605000,100,25-34
Not Hispanic or Latino,White,Joint,1,545000,3.875,595000,136,55-64
Joint,White,Joint,3,155000,4.458762699,835000,44,45-54
Not Hispanic or Latino,Joint,Joint,1,85000,5.75,485000,84,55-64
Not Hispanic or Latino,White,Female,1,35000,5.75,405000,37,65-74
Not Hispanic or Latino,White,Male,3,35000,4.458762699,165000,67,25-34
Ethnicity Not Available,Race Not Available,Joint,1,525000,4,535000,79,35-44
Joint,White,Joint,3,155000,4.458762699,555000,243,65-74
Not Hispanic or Latino,White,Female,1,175000,4.375,395000,83,65-74
Not Hispanic or Latino,Black or African American,Male,1,495000,3.875,505000,111,45-54
Not Hispanic or Latino,Asian,Male,1,485000,4,475000,69,25-34
Not Hispanic or Latino,White,Male,3,435000,4.458762699,455000,88,35-44
Not Hispanic or Latino,Asian,Male,1,65000,6.05,515000,83,35-44
Joint,White,Joint,1,165000,4.375,375000,123,65-74
Hispanic or Latino,White,Joint,1,275000,5.125,285000,65,<25
Not Hispanic or Latino,White,Male,1,245000,4.875,275000,128,45-54
Not Hispanic or Latino,White,Female,1,275000,5.5,285000,82,35-44
Not Hispanic or Latino,White,Joint,1,385000,4.375,385000,148,45-54
Joint,White,Joint,1,535000,5.25,565000,138,45-54
Not Hispanic or Latino,Joint,Joint,1,435000,4.125,705000,163,45-54
Hispanic or Latino,White,Male,1,295000,5.75,295000,97,25-34
Not Hispanic or Latino,Asian,Male,3,105000,4.458762699,395000,60,35-44
Not Hispanic or Latino,Joint,Joint,1,375000,4.375,375000,111,55-64
Hispanic or Latino,Race Not Available,Male,3,705000,4.458762699,985000,246,65-74
Ethnicity Not Available,Race Not Available,Joint,1,445000,4.25,435000,122,25-34
Not Hispanic or Latino,White,Female,1,105000,5.125,105000,54,25-34
Not Hispanic or Latino,Black or African American,Female,3,55000,4.458762699,445000,35,65-74
Not Hispanic or Latino,Asian,Male,1,155000,3.875,155000,125,45-54
Not Hispanic or Latino,White,Male,1,495000,4.75,475000,126,45-54
Not Hispanic or Latino,White,Joint,1,575000,4.375,575000,147,35-44
Not Hispanic or Latino,Black or African American,Joint,1,695000,4.625,695000,203,35-44
Hispanic or Latino,White,Joint,1,725000,4.125,785000,191,25-34
Not Hispanic or Latino,White,Male,1,255000,4.125,255000,68,25-34
Not Hispanic or Latino,Asian,Female,3,385000,4.458762699,875000,88,55-64
Hispanic or Latino,Race Not Available,Joint,1,415000,4,425000,115,55-64
Not Hispanic or Latino,White,Male,3,495000,4.458762699,475000,97,25-34
Joint,White,Joint,1,455000,4.375,455000,80,25-34
Hispanic or Latino,White,Joint,1,645000,4.125,635000,117.8525735,35-44
Hispanic or Latino,White,Female,1,255000,4,255000,61,45-54
Not Hispanic or Latino,Asian,Joint,3,455000,4.458762699,515000,66,>74
Not Hispanic or Latino,White,Joint,1,445000,4,455000,117.8525735,25-34
Hispanic or Latino,White,Male,1,415000,4.125,405000,63,25-34
Not Hispanic or Latino,Black or African American,Joint,1,445000,3.875,445000,161,35-44
Not Hispanic or Latino,Black or African American,Male,3,45000,4.458762699,495000,90,35-44
Not Hispanic or Latino,Asian,Joint,3,45000,4.458762699,385000,88,55-64
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,625000,6.125,625000,178,35-44
Joint,Asian,Joint,3,595000,4.458762699,575000,143,25-34
Not Hispanic or Latino,White,Female,3,45000,4.458762699,685000,84,35-44
Not Hispanic or Latino,White,Male,1,85000,6.05,605000,62,45-54
Not Hispanic or Latino,White,Male,1,65000,5.75,545000,72,>74
Not Hispanic or Latino,White,Male,1,535000,4,575000,132,35-44
Hispanic or Latino,White,Male,3,255000,4.458762699,575000,41,45-54
Hispanic or Latino,Race Not Available,Male,1,25000,6.05,505000,81,25-34
Not Hispanic or Latino,Black or African American,Joint,1,415000,4.375,415000,163,45-54
Ethnicity Not Available,Race Not Available,Sex Not Available,1,125000,5.75,1155000,164,55-64
Not Hispanic or Latino,White,Female,1,495000,4,615000,127,45-54
Not Hispanic or Latino,Joint,Female,1,525000,3.75,575000,117,25-34
Not Hispanic or Latino,White,Male,1,285000,4.625,635000,71,45-54
Not Hispanic or Latino,Joint,Joint,1,835000,5.5,835000,233,35-44
Not Hispanic or Latino,White,Joint,1,695000,3.25,865000,246,35-44
Not Hispanic or Latino,Black or African American,Male,1,565000,4.375,555000,115,35-44
Not Hispanic or Latino,Black or African American,Joint,1,375000,3.625,425000,100,45-54
Not Hispanic or Latino,White,Joint,1,205000,4.375,645000,194,55-64
Not Hispanic or Latino,Asian,Joint,3,45000,4.458762699,645000,184,55-64
Joint,White,Joint,1,265000,4.875,335000,92,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,105000,4.458762699,545000,113,35-44
Not Hispanic or Latino,Black or African American,Male,1,265000,5.875,265000,103,25-34
Not Hispanic or Latino,White,Female,1,435000,4.625,485000,87,55-64
Hispanic or Latino,Black or African American,Male,3,305000,4.458762699,305000,111,35-44
Hispanic or Latino,Joint,Joint,3,55000,4.458762699,655000,109,55-64
Not Hispanic or Latino,White,Male,1,275000,3.75,395000,164,45-54
Hispanic or Latino,White,Male,3,45000,4.458762699,475000,61,35-44
Ethnicity Not Available,Black or African American,Female,1,405000,6.125,405000,91,35-44
Not Hispanic or Latino,White,Joint,1,675000,4.125,665000,183,35-44
Not Hispanic or Latino,White,Male,1,425000,4.125,445000,136,45-54
Joint,White,Joint,3,485000,4.458762699,485000,131,45-54
Hispanic or Latino,Joint,Joint,3,155000,4.458762699,505000,135,35-44
Not Hispanic or Latino,White,Joint,1,755000,4,745000,141,25-34
Ethnicity Not Available,Race Not Available,Sex Not Available,1,305000,4.5,425000,86,35-44
Not Hispanic or Latino,White,Female,1,185000,5.75,915000,17,55-64
Not Hispanic or Latino,White,Male,1,215000,4.375,215000,125,35-44
Not Hispanic or Latino,White,Male,3,35000,4.458762699,425000,49,35-44
Joint,White,Joint,3,75000,4.458762699,735000,123,35-44
Not Hispanic or Latino,White,Joint,3,105000,4.458762699,575000,93,65-74
Not Hispanic or Latino,Joint,Joint,1,455000,4.125,465000,146,35-44
Not Hispanic or Latino,White,Male,1,185000,3.75,185000,65,35-44
Hispanic or Latino,White,Male,3,45000,4.458762699,555000,97,55-64
Not Hispanic or Latino,White,Male,1,345000,4.375,365000,99,35-44
Not Hispanic or Latino,White,Joint,3,55000,4.458762699,725000,138,45-54
Hispanic or Latino,White,Male,1,535000,4.125,585000,123,25-34
Not Hispanic or Latino,White,Joint,3,425000,4.458762699,425000,150,25-34
Ethnicity Not Available,White,Male,1,465000,4.375,555000,104,55-64
Ethnicity Not Available,Race Not Available,Joint,1,415000,4,415000,106,25-34
Not Hispanic or Latino,White,Male,1,215000,4.875,275000,79,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,55000,4.458762699,805000,24,25-34
Not Hispanic or Latino,White,Joint,3,95000,4.458762699,535000,104,25-34
Ethnicity Not Available,Race Not Available,Joint,1,515000,3.5,505000,85,25-34
Not Hispanic or Latino,White,Joint,3,55000,4.458762699,365000,114,35-44
Not Hispanic or Latino,Joint,Joint,1,35000,5.75,425000,63,65-74
Ethnicity Not Available,White,Male,3,65000,4.458762699,375000,14,45-54
Not Hispanic or Latino,Black or African American,Female,1,565000,4.125,565000,120,45-54
Hispanic or Latino,White,Joint,3,405000,4.458762699,685000,91,25-34
Not Hispanic or Latino,Black or African American,Male,1,325000,3.625,315000,70,25-34
Hispanic or Latino,Race Not Available,Male,3,335000,4.458762699,325000,78,35-44
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,965000,4.375,1025000,124,45-54
Not Hispanic or Latino,White,Joint,1,365000,4.125,365000,112,25-34
Not Hispanic or Latino,Asian,Joint,3,485000,4.458762699,475000,68,25-34
Not Hispanic or Latino,White,Male,3,105000,4.458762699,605000,50,55-64
Not Hispanic or Latino,Asian,Joint,3,55000,4.458762699,585000,108,45-54
Not Hispanic or Latino,White,Joint,1,595000,4.125,605000,136,55-64
Not Hispanic or Latino,Asian,Male,1,575000,4.75,635000,84,25-34
Not Hispanic or Latino,Joint,Joint,1,325000,4.125,315000,110,35-44
Ethnicity Not Available,Race Not Available,Female,3,465000,4.458762699,465000,100,35-44
Not Hispanic or Latino,White,Male,1,145000,5.75,885000,148,55-64
Hispanic or Latino,White,Female,3,205000,4.458762699,915000,94,35-44
Hispanic or Latino,Race Not Available,Male,3,45000,4.458762699,395000,54,45-54
Hispanic or Latino,White,Joint,1,475000,4.125,475000,89,35-44
Not Hispanic or Latino,White,Male,1,685000,3.75,865000,206,45-54
Ethnicity Not Available,Asian,Joint,1,355000,4,605000,68,65-74
Not Hispanic or Latino,White,Male,1,95000,3.75,915000,26,65-74
Not Hispanic or Latino,White,Joint,1,515000,4.125,515000,82,25-34
Not Hispanic or Latino,Joint,Joint,1,55000,5.75,545000,101,45-54
Joint,Native Hawaiian or Other Pacific Islander,Male,1,375000,4.625,375000,63,25-34
Ethnicity Not Available,Race Not Available,Joint,1,355000,3.75,355000,116,35-44
Not Hispanic or Latino,White,Joint,3,65000,4.458762699,445000,59,25-34
Not Hispanic or Latino,Black or African American,Joint,3,45000,4.458762699,465000,138,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,45000,4.458762699,615000,243,35-44
Not Hispanic or Latino,White,Joint,1,65000,4.125,295000,57,65-74
Hispanic or Latino,White,Joint,1,535000,3.5,595000,153,25-34
Hispanic or Latino,Race Not Available,Female,1,95000,5.75,445000,66,55-64
Not Hispanic or Latino,Asian,Joint,3,445000,4.458762699,475000,119,35-44
Not Hispanic or Latino,White,Joint,1,515000,4.125,525000,218,55-64
Not Hispanic or Latino,White,Male,1,355000,4.125,365000,92,35-44
Not Hispanic or Latino,White,Joint,1,495000,4.875,555000,84,35-44
Not Hispanic or Latino,Asian,Male,1,105000,5.75,665000,154,45-54
Not Hispanic or Latino,White,Female,1,365000,4.5,525000,117.8525735,45-54
Not Hispanic or Latino,Black or African American,Female,3,305000,4.458762699,855000,105,65-74
Not Hispanic or Latino,White,Joint,1,505000,4,505000,153,25-34
Not Hispanic or Latino,White,Male,1,255000,3.5,505000,59,55-64
Not Hispanic or Latino,Black or African American,Male,3,635000,4.458762699,635000,89,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,1,135000,4,145000,51,25-34
Not Hispanic or Latino,White,Male,1,365000,5.5,395000,125,35-44
Not Hispanic or Latino,White,Male,1,365000,4.625,365000,83,35-44
Not Hispanic or Latino,Asian,Joint,1,415000,5.125,435000,111,25-34
Not Hispanic or Latino,Black or African American,Male,3,45000,4.458762699,455000,81,25-34
Hispanic or Latino,White,Joint,1,585000,4,635000,235,45-54
Not Hispanic or Latino,Asian,Joint,1,515000,4.5,585000,116,65-74
Hispanic or Latino,White,Male,3,25000,4.458762699,315000,36,45-54
Not Hispanic or Latino,Black or African American,Female,1,285000,4.125,325000,63,65-74
Not Hispanic or Latino,Black or African American,Male,1,295000,4.125,285000,78,25-34
Not Hispanic or Latino,White,Male,1,535000,4,535000,168,35-44
Hispanic or Latino,White,Male,3,265000,4.458762699,405000,115,35-44
Not Hispanic or Latino,Joint,Joint,1,205000,3.875,515000,74,55-64
Not Hispanic or Latino,White,Joint,1,505000,3.5,945000,258,45-54
Not Hispanic or Latino,Asian,Female,3,25000,4.458762699,355000,71,45-54
Not Hispanic or Latino,Asian,Joint,1,355000,3.75,595000,103,55-64
Not Hispanic or Latino,Black or African American,Male,1,515000,4.125,525000,122,45-54
Not Hispanic or Latino,Joint,Joint,3,45000,4.458762699,405000,83,35-44
Ethnicity Not Available,Race Not Available,Joint,1,165000,3.625,225000,31,45-54
Joint,White,Joint,3,55000,4.458762699,705000,226,35-44
Not Hispanic or Latino,Black or African American,Male,1,425000,3.625,425000,73,25-34
Not Hispanic or Latino,White,Female,1,205000,4.5,395000,54,65-74
Not Hispanic or Latino,Black or African American,Female,1,145000,3.875,145000,48,25-34
Not Hispanic or Latino,Joint,Joint,3,55000,4.458762699,475000,85,35-44
Not Hispanic or Latino,Asian,Male,3,525000,4.458762699,765000,77,25-34
Not Hispanic or Latino,White,Male,1,355000,5.875,345000,63,45-54
Not Hispanic or Latino,White,Female,1,225000,4.75,245000,73,25-34
Not Hispanic or Latino,Asian,Female,3,265000,4.458762699,295000,50,25-34
Ethnicity Not Available,Race Not Available,Joint,1,565000,3.875,865000,254,25-34
Hispanic or Latino,Joint,Joint,1,405000,3.625,505000,83,35-44
Not Hispanic or Latino,Black or African American,Joint,1,705000,4.125,925000,198,35-44
Hispanic or Latino,White,Female,1,175000,4.5,295000,71,35-44
Not Hispanic or Latino,Asian,Male,3,25000,4.458762699,505000,57,65-74
Not Hispanic or Latino,Asian,Male,3,35000,4.458762699,495000,36,>74
Ethnicity Not Available,Race Not Available,Sex Not Available,1,455000,3.25,565000,117.8525735,55-64
Joint,Black or African American,Joint,1,365000,4.125,365000,137,65-74
Hispanic or Latino,White,Male,3,55000,4.458762699,555000,92,55-64
Not Hispanic or Latino,White,Male,1,485000,3.75,475000,88,25-34
Not Hispanic or Latino,White,Joint,1,265000,4.125,335000,66,25-34
Not Hispanic or Latino,Black or African American,Joint,1,515000,4.125,525000,98,35-44
Not Hispanic or Latino,White,Male,1,195000,4.375,345000,113,25-34
Not Hispanic or Latino,Asian,Female,3,25000,4.458762699,395000,60,35-44
Hispanic or Latino,White,Joint,3,515000,4.458762699,675000,152,45-54
Not Hispanic or Latino,White,Joint,1,325000,4.5,525000,75,35-44
Not Hispanic or Latino,Black or African American,Joint,1,465000,3.75,545000,205,35-44
Not Hispanic or Latino,Black or African American,Joint,1,475000,3.75,485000,144,45-54
Hispanic or Latino,White,Male,3,25000,4.458762699,585000,74,35-44
Ethnicity Not Available,Race Not Available,Sex Not Available,3,405000,4.458762699,825000,132,35-44
Not Hispanic or Latino,White,Male,3,285000,4.458762699,415000,240,45-54
Joint,Joint,Joint,1,525000,4.125,535000,142,25-34
Not Hispanic or Latino,Joint,Joint,1,355000,3.5,455000,123,45-54
Not Hispanic or Latino,White,Male,3,35000,4.458762699,465000,77,35-44
Hispanic or Latino,White,Male,1,545000,3.625,545000,115,55-64
Hispanic or Latino,White,Joint,1,375000,3.5,495000,138,35-44
Not Hispanic or Latino,White,Joint,1,285000,3.75,295000,89,25-34
Not Hispanic or Latino,White,Male,1,225000,4.125,235000,49,<25
Not Hispanic or Latino,Joint,Joint,3,605000,4.458762699,805000,144,35-44
Joint,Race Not Available,Sex Not Available,1,415000,4.25,405000,117.8525735,25-34
Not Hispanic or Latino,White,Joint,3,35000,4.458762699,425000,97,25-34
Not Hispanic or Latino,White,Joint,1,435000,4.125,645000,135,25-34
Not Hispanic or Latino,White,Male,1,325000,5.375,315000,80,25-34
Joint,White,Joint,1,525000,4.375,535000,107,<25
Not Hispanic or Latino,American Indian or Alaska Native,Male,1,555000,4,565000,168,35-44
Not Hispanic or Latino,White,Joint,1,315000,4.625,315000,116,25-34
Not Hispanic or Latino,White,Joint,1,435000,3.75,435000,121,45-54
Ethnicity Not Available,Race Not Available,Male,1,335000,4,325000,88,55-64
Not Hispanic or Latino,Asian,Male,1,375000,3.375,485000,131,55-64
Ethnicity Not Available,Race Not Available,Sex Not Available,1,605000,4,755000,141,45-54
Not Hispanic or Latino,White,Joint,1,575000,4.875,675000,232,35-44
Hispanic or Latino,Race Not Available,Female,1,65000,5.75,445000,53,25-34
Not Hispanic or Latino,Joint,Joint,1,615000,4,645000,192,35-44
Not Hispanic or Latino,White,Joint,1,355000,3.75,355000,96,25-34
Not Hispanic or Latino,White,Joint,1,455000,4.125,575000,146,55-64
Joint,White,Joint,1,395000,4,385000,99,25-34
Not Hispanic or Latino,White,Male,3,35000,4.458762699,385000,80,35-44
Ethnicity Not Available,Race Not Available,Female,1,435000,5.375,435000,62,55-64
Not Hispanic or Latino,American Indian or Alaska Native,Female,1,175000,6,175000,46,55-64
Not Hispanic or Latino,Black or African American,Joint,3,35000,4.458762699,465000,138,35-44
Not Hispanic or Latino,Asian,Male,3,85000,4.458762699,505000,115,65-74
Not Hispanic or Latino,Joint,Joint,1,175000,3.625,525000,162,35-44
Not Hispanic or Latino,White,Male,3,15000,4.458762699,1005000,239,35-44
Joint,Joint,Joint,1,375000,3.5,405000,64,25-34
Not Hispanic or Latino,White,Female,1,425000,4.125,505000,148,45-54
Ethnicity Not Available,Race Not Available,Joint,1,385000,6,385000,116,35-44
Not Hispanic or Latino,White,Joint,1,105000,5.75,775000,139,55-64
Not Hispanic or Latino,Black or African American,Male,3,25000,4.458762699,335000,126,55-64
Hispanic or Latino,White,Male,3,25000,4.458762699,465000,95,25-34
Hispanic or Latino,White,Female,1,285000,4.125,285000,59,25-34
Not Hispanic or Latino,Black or African American,Joint,1,155000,4.125,365000,64,45-54
Not Hispanic or Latino,White,Male,1,365000,3.875,355000,61,25-34
Not Hispanic or Latino,White,Male,1,505000,4.5,735000,157,45-54
Not Hispanic or Latino,White,Joint,1,145000,3.5,165000,109,65-74
Not Hispanic or Latino,White,Male,1,105000,3.375,285000,126,35-44
Not Hispanic or Latino,White,Joint,1,605000,3.75,905000,87,>74
